question_id,question_text,vote_count,topic_label,topic_reason
1309,가장 진실된 사랑을 할 것 같은 사람,347,기타,핵심 단서가 약하거나 범주가 모호함
913,친구 결혼식날 울 것 같은 사람은?,346,미래상상_성공,"장래 상상, 미래 성취 맥락"
916,전애인 SNS 몰래 염탐하다가 실수로 좋아요 누를 것 같은 사람,346,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
934,이 네명 중에 나를 가장 잘 아는 사람은?,346,신뢰_의지,"고민, 믿음, 의지 등 신뢰 관계"
949,노래를 가장 잘 부를 것 같은 사람은?,346,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1101,돈 빌려줄 수 있는친구,346,미래상상_성공,"장래 상상, 미래 성취 맥락"
1296,같이 등산하고 싶은 사람,346,기타,핵심 단서가 약하거나 범주가 모호함
1396,향수 좋아할 것 같은 사람은?,346,기타,핵심 단서가 약하거나 범주가 모호함
1480,가장 기가 쎌 것 같은 사람은?,346,기타,핵심 단서가 약하거나 범주가 모호함
1518,팔씨름 최강자일 것 같은 사람은?,346,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1600,수학여행 때 버스 옆자리 하고 싶은 사람,346,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
1624,같이 공포영화 보고 싶은 친구,346,친밀감_우정,"사교성, 정서적 친밀감"
859,후배들한테 인기가 많을 것 같은 사람은?,345,인기_영향력,"SNS 인기, 유명세 등"
887,옆에 있으면 매일 행복할 것 같은 사람,345,기타,핵심 단서가 약하거나 범주가 모호함
1005,우정보다 사랑일 것 같은 사람은?,345,친밀감_우정,"사교성, 정서적 친밀감"
1031,같이 세계일주 하고 싶은 사람은?,345,기타,핵심 단서가 약하거나 범주가 모호함
1121,주말에 넷플만 볼 것 같은 사람은?,345,기타,핵심 단서가 약하거나 범주가 모호함
1141,화장기 없는 얼굴이 예쁜 사람은?,345,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1164,같이 공원을 걷고 싶은 사람은?,345,기타,핵심 단서가 약하거나 범주가 모호함
1190,유행어가 많은 친구는?,345,친밀감_우정,"사교성, 정서적 친밀감"
1191,내 마음을 찰떡같이 알 것 같은 친구는?,345,친밀감_우정,"사교성, 정서적 친밀감"
1381,남을 잘 챙겨주는 사람은?,345,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1411,인스타아이디가 가장 멋진 사람은?,345,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1444,가장 오페라 잘 부를것 같은 사람은?,345,기타,핵심 단서가 약하거나 범주가 모호함
1528,사랑보다 우정일 것 같은 사람,345,친밀감_우정,"사교성, 정서적 친밀감"
1557,해바라기 같은 사랑꾼은?,345,기타,핵심 단서가 약하거나 범주가 모호함
1562,남친 있을 것 같은 사람은?,345,기타,핵심 단서가 약하거나 범주가 모호함
1572,제일 갓생 사는애,345,기타,핵심 단서가 약하거나 범주가 모호함
1604,같이 있을 때 아무 말 하지 않아도 편한 사람은?,345,기타,핵심 단서가 약하거나 범주가 모호함
682,단둘이 찜질방 가고 싶은 사람,344,기타,핵심 단서가 약하거나 범주가 모호함
684,연애에서 리드할 것 같은 사람은?,344,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1111,마라탕 같이 먹으러 가고 싶은 친구,344,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1115,제일 로봇 같은 사람은?,344,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1207,제일 농구 잘 할 것 같은 사람은?,344,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1383,배구 가장 잘하는 사람은?,344,기타,핵심 단서가 약하거나 범주가 모호함
1431,얘랑 mbti 바뀌어 보고싶다!,344,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1583,서울대 갈 수 있을 것 같은 사람,344,기타,핵심 단서가 약하거나 범주가 모호함
669,머리 묶은게 잘 어울리는 사람은?,343,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
801,dm하고 싶은 친구는?,343,친밀감_우정,"사교성, 정서적 친밀감"
819,제일 믿음직한 친구는?,343,신뢰_의지,"고민, 믿음, 의지 등 신뢰 관계"
966,매일 지각할 것 같은 사람은?,343,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1017,학교에서 가장 인기가 많아보이는 사람은? ,343,인기_영향력,"SNS 인기, 유명세 등"
1318,인스타 셀럽일 것 같은 사람은?,343,인기_영향력,"SNS 인기, 유명세 등"
739,선배같이 느껴지는 친구는?,342,친밀감_우정,"사교성, 정서적 친밀감"
805,같이 릴스찍고 싶은 사람은?,342,기타,핵심 단서가 약하거나 범주가 모호함
814,가장 청순하게 생긴 사람은?,342,기타,핵심 단서가 약하거나 범주가 모호함
818,운동을 세상에서 제일 잘 하는 사람은?,342,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
927,파란색이 잘 어울리는 사람,342,기타,핵심 단서가 약하거나 범주가 모호함
1095,가장 줏대있는 친구는?,342,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1380,눈웃음이 귀여운 사람은?,342,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1508,가장 시간을 효율적으로 쓸 것 같은 사람,342,기타,핵심 단서가 약하거나 범주가 모호함
1626,대충 입어도 비율 좋아보이는 사람,342,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1259,언제 만나도 어색하지 않은 친구!,341,친밀감_우정,"사교성, 정서적 친밀감"
1298,대학 한번에 붙을 것 같은 사람!,341,미래상상_성공,"장래 상상, 미래 성취 맥락"
1435,체육대회 짱먹을것 같은 사람은?,341,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1561,자체가 고급스러운 사람은?,341,기타,핵심 단서가 약하거나 범주가 모호함
1632,가장 Yolo 인생을 살고 있는 사람은?,341,기타,핵심 단서가 약하거나 범주가 모호함
1633,마라탕에 옥수수면을 넣지 않을 것 같은 친구는?,341,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
781,우리학교 체육복이 제일 잘 어울리는 사람은?,340,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
844,다른 곳에서 마주쳤을 때 가장 반가울 것 같은 친구는?,340,친밀감_우정,"사교성, 정서적 친밀감"
893,토카토카 맛깔나게 출 수 있는 사람,340,기타,핵심 단서가 약하거나 범주가 모호함
1061,첫인상이 무서웠던 사람은?,340,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1066,무인도에서 3박 4일동안 같이 있고 싶은 친구는?,340,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
1264,통이 가장 클 것 같은 사람은?,340,기타,핵심 단서가 약하거나 범주가 모호함
1404,가장 얼굴형이 이쁜 사람은?,340,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1426,주변 사람들을 행복하게 해주는 친구는?,340,친밀감_우정,"사교성, 정서적 친밀감"
1437,나만 알고 싶은 친구는?,340,친밀감_우정,"사교성, 정서적 친밀감"
1456,혼밥 잘 할 것 같은 사람은?,340,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1459,한번쯤 예쁘다고 생각해본 사람은?,340,기타,핵심 단서가 약하거나 범주가 모호함
1643,크리스마스날 같이 놀고 싶은 사람은?,340,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
909,가장 카리스마를 가진 친구는?,339,친밀감_우정,"사교성, 정서적 친밀감"
971,평생 친구하고 싶은 사람은?,339,친밀감_우정,"사교성, 정서적 친밀감"
978,같이 콘서트 가고 싶은 사람은?,339,기타,핵심 단서가 약하거나 범주가 모호함
1216,복권 1등 당첨될 것 같은 사람은?,339,기타,핵심 단서가 약하거나 범주가 모호함
1340,생활에 배려가 배어있는 사람은?,339,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1514,내 예상과 가장 다른 성격을 가진 사람은?,339,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1527,다가가기 힘들었던 사람은?,339,기타,핵심 단서가 약하거나 범주가 모호함
664,어떤 머리 색이든 다 잘 어울리는 친구는?,338,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
699,내 단짝친구에게 소개시켜주고 싶은 친구는?,338,친밀감_우정,"사교성, 정서적 친밀감"
965,친해지고 싶은 친구는?,338,친밀감_우정,"사교성, 정서적 친밀감"
985,전화번호 주고 싶은 사람은?,338,기타,핵심 단서가 약하거나 범주가 모호함
1046,졸업 후 동창회에서 청첩장 돌릴 것 같은 친구는?,338,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1218,삭발해도 잘생겼을 것 같은 사람은?,338,기타,핵심 단서가 약하거나 범주가 모호함
1408,여우와 가장 닮은 사람은?,338,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1416,학교 축제에서 고백 할 것 같은 사람은?,338,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
1556,객관적으로 귀여워 보이는 사람은?,338,기타,핵심 단서가 약하거나 범주가 모호함
728,이 친구는 진짜 고양이상이다,337,친밀감_우정,"사교성, 정서적 친밀감"
873,내 모든걸 다 공개해도 괜찮을 것 같은 친구,337,친밀감_우정,"사교성, 정서적 친밀감"
1032,최고의 럭키가이는?,337,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1279,컴퓨터를 가장 잘 다루는 친구는?,337,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
937,부르면 지금 당장 달려갈 수 있는 사람,336,친밀감_우정,"사교성, 정서적 친밀감"
952,커서 러쉬에서 일할 것 같은 친구는?,336,친밀감_우정,"사교성, 정서적 친밀감"
1168,가장 건치일 것 같은 친구,336,친밀감_우정,"사교성, 정서적 친밀감"
1291,우는게 술 주사인것 같은 사람,336,기타,핵심 단서가 약하거나 범주가 모호함
1310,어떤 짓을 해도 귀여워보이는 친구는?,336,친밀감_우정,"사교성, 정서적 친밀감"
1312,주머니에 넣고 다니고 싶은 사람,336,기타,핵심 단서가 약하거나 범주가 모호함
1427,왜 애인이 안 생기는지 모르겠는 친구는?,336,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
785,떨어져있어도 자꾸 생각나는 친구,335,친밀감_우정,"사교성, 정서적 친밀감"
1261,옷 핏이 가장 좋은 사람,335,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1464,처음 봤을 때 잘 맞을거 같았던 사람,335,기타,핵심 단서가 약하거나 범주가 모호함
1596,물에 빠졌을 때 나를 구해줄 친구는?,335,친밀감_우정,"사교성, 정서적 친밀감"
752,아이돌이면 SM 소속사일 것 같은 사람,334,미래상상_성공,"장래 상상, 미래 성취 맥락"
1277,지구 멸망하기 1시간 전에 보러가고 싶은 사람은?,334,기타,핵심 단서가 약하거나 범주가 모호함
1333,Fps게임 잘 할 것 같은 사람,334,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1353,모르는 문제가 있으면 친절하게 알려주는 사람,334,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1553,애인이 있을 법 한데 없는사람,334,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
830,겉이 차가워도 속은 촉촉한 사람,333,기타,핵심 단서가 약하거나 범주가 모호함
950,키스씬이 나오는 영화를 보면 가장 부끄러워 할 것 같은 사람은?,333,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1068,슬플 때 가장 도움이 될 것 같은 사람은?,333,신뢰_의지,"고민, 믿음, 의지 등 신뢰 관계"
1601,요즘따라 친해지고 싶은 친구는?,333,친밀감_우정,"사교성, 정서적 친밀감"
1638,쉬는 시간 종칠 때 가장 먼저 밖에 나가는 사람은?,333,기타,핵심 단서가 약하거나 범주가 모호함
775,제일 눈길이 가는 사람은?,332,기타,핵심 단서가 약하거나 범주가 모호함
790,키 바꾸고 싶은 사람?,332,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
895,계속 말을 걸고 싶은 친구는?,332,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1028,이슬만 먹고 살 것 같은 사람,332,기타,핵심 단서가 약하거나 범주가 모호함
1044,이세상 모든걸 다 알고 있을 것 같은 사람은?,332,기타,핵심 단서가 약하거나 범주가 모호함
1070,내 결혼식 때 부케를 받았으면 하는 사람은?,332,미래상상_성공,"장래 상상, 미래 성취 맥락"
1225,가장 놀리기 좋은 사람은?,332,기타,핵심 단서가 약하거나 범주가 모호함
1460,인스타 부계가 가장 맛깔나는 친구는?,332,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1558,30년 지나도 나랑 친구일 것 같은 사람은?,332,친밀감_우정,"사교성, 정서적 친밀감"
1628,내 결혼식에서 오열할 것 같은 친구는?,332,미래상상_성공,"장래 상상, 미래 성취 맥락"
967,지나가다가 번호 많이 따일것 같은 사람은?,331,기타,핵심 단서가 약하거나 범주가 모호함
1165,같이 코인노래방 가고 싶은 사람은?,331,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1220,뿔테 안경이 제일 잘 어울리는 사람은?,331,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1510,피부가 가장 하얀 사람은?,331,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1521,여친이나 남친으로 가장 좋을 것 같은 사람은?,331,기타,핵심 단서가 약하거나 범주가 모호함
700,내가 생각하기에 제일 초코 아이스크림 같은 애는?,330,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
823,결혼식에서 사회를 봐줬으면 하는 친구는?,330,미래상상_성공,"장래 상상, 미래 성취 맥락"
975,단둘이 여행가고 싶은 친구는,330,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
1057,달을 보고 가장 먼저 생각나는 사람은?,330,기타,핵심 단서가 약하거나 범주가 모호함
1137,시험기간에 더 열심히 놀 것 같은 사람은?,330,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1211,나중에 대통령이 될 것 같은 사람,330,미래상상_성공,"장래 상상, 미래 성취 맥락"
1227,공감을 제일 잘 해주는 친구는?,330,친밀감_우정,"사교성, 정서적 친밀감"
1342,용돈 제일 많이 받을 것 같은 사람,330,미래상상_성공,"장래 상상, 미래 성취 맥락"
1371,이불과 보내는 시간이 가장 많은 사람은?,330,기타,핵심 단서가 약하거나 범주가 모호함
716,가장 신뢰하는 친구는?,329,친밀감_우정,"사교성, 정서적 친밀감"
918,최고의 신붓감,329,기타,핵심 단서가 약하거나 범주가 모호함
1171,가장 첫사랑 재질인 사람은?,329,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
1495,배우가 잘 어울리는 사람은?,329,미래상상_성공,"장래 상상, 미래 성취 맥락"
1642,사실 너 좀 이뻐,329,기타,핵심 단서가 약하거나 범주가 모호함
925,겸손 그 자체인 친구,328,친밀감_우정,"사교성, 정서적 친밀감"
933,포기가 없는 친구는 ?,328,친밀감_우정,"사교성, 정서적 친밀감"
1110,앞머리 자른게 귀여운 친구는?,328,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1375,말 걸고 싶은 사람은?,328,기타,핵심 단서가 약하거나 범주가 모호함
1471,두번째 발가락이 가장 길 것 같은 사람은?,328,기타,핵심 단서가 약하거나 범주가 모호함
1590,봄웜톤일 것 같은 사람,328,기타,핵심 단서가 약하거나 범주가 모호함
889,본 받을 점이 많은 사람,327,기타,핵심 단서가 약하거나 범주가 모호함
923,입 무거운 친구,327,친밀감_우정,"사교성, 정서적 친밀감"
1018,가장 자주 씻을 것 같은 사람은?,327,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1042,제일 사랑스러운 친구는?,327,친밀감_우정,"사교성, 정서적 친밀감"
1246,목소리가 가장 좋은친구,327,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1635,노는것 같은데 은근 공부 잘하는 사람은?,327,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
747,축의금으로 10만원 이상 넣어줄 것 같은 사람은?,326,기타,핵심 단서가 약하거나 범주가 모호함
980,짝사랑 가장 오래 해본 것 같은 사람은?,326,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
1242,체육대회 때 고백 받을 것 같은 사람은?,326,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
1370,같이 동거해도 안 싸울 것 같은 친구는?,326,친밀감_우정,"사교성, 정서적 친밀감"
1477,환승연애에 출현할 것 같은 사람은?,326,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
754,선생님 성대모사를 가장 잘하는 친구는?,325,미래상상_성공,"장래 상상, 미래 성취 맥락"
884,수업시간에 맨날 자는데 만점 받을 것 같은 사람은?,325,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
924,의외로 잘생긴 친구,325,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1272,친구 사이지만 손 잡자고 하면 잡을 것 같은 사람은?,325,친밀감_우정,"사교성, 정서적 친밀감"
1420,아이돌과 비밀연애할 수 있을 것 같은 사람은?,325,미래상상_성공,"장래 상상, 미래 성취 맥락"
1535,인스타 피드가 제일 예쁜 사람은?,325,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1539,너무 예뻐서 다가가기 어려울 것 같은 사람은?,325,기타,핵심 단서가 약하거나 범주가 모호함
917,최고의 남편감,324,기타,핵심 단서가 약하거나 범주가 모호함
1054,금사빠 일 것 같은 사람은?,324,기타,핵심 단서가 약하거나 범주가 모호함
1166,다시 태어나면 내 부모님이었으면 좋겠는 사람은?,324,미래상상_성공,"장래 상상, 미래 성취 맥락"
1449,자주 못 만나서 아쉬운 친구는?,324,친밀감_우정,"사교성, 정서적 친밀감"
1580,학교 끝나고 같이 하교하고 싶은 사람,324,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
692,같이 우산쓰면 자기 어깨가 다 젖어있을 것 같은 사람은?,323,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
753,다나카 성대모사를 잘 하는 사람은?,323,기타,핵심 단서가 약하거나 범주가 모호함
767,성인되는 당일 같이 놀고 싶은 친구는?,323,미래상상_성공,"장래 상상, 미래 성취 맥락"
824,내 절친에게 소개를 해준다면 누구?,323,기타,핵심 단서가 약하거나 범주가 모호함
827,내 폰 비번을 알려줄 수 있는 친구는?,323,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
855,내가 죽는다면 가장 먼저 장례식에 올 친구,323,친밀감_우정,"사교성, 정서적 친밀감"
868,에어팟 한 쪽씩 나눠끼고 노래 듣고 싶은 사람은?,323,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
963,날개 없는 천사일 것 같은 사람은?,323,기타,핵심 단서가 약하거나 범주가 모호함
1186,길가다가 길거리 캐스팅 받아볼 것 같은 친구는? ,323,친밀감_우정,"사교성, 정서적 친밀감"
1267,내 생일을 알고 있을 것 같은 친구는?,323,친밀감_우정,"사교성, 정서적 친밀감"
1430,같이 살아보고 싶은 친구는?,323,친밀감_우정,"사교성, 정서적 친밀감"
1466,펭귄 닮은 사람,323,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1621,작정하고 공부하면 전교 1등을 찍을 수 있을 것 같은 사람은?,323,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
763,가장 잘생긴 사람은?,322,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1096,친구끼리도 예의바른 사람,322,성격_행동,"성향, 태도, 사회성 등 성격 특성"
1130,물건 제일 잘 빌려주는 사람은?,322,기타,핵심 단서가 약하거나 범주가 모호함
1352,간식 창고인 친구는?,321,친밀감_우정,"사교성, 정서적 친밀감"
1584,전화번호 얻고 싶은 사람은?,321,기타,핵심 단서가 약하거나 범주가 모호함
922,엄친아/엄친딸,320,기타,핵심 단서가 약하거나 범주가 모호함
1125,10년 뒤에도 자주 만날 것 같은 사람은?,320,미래상상_성공,"장래 상상, 미래 성취 맥락"
1151,전생에 공주(왕자)였을 것 같은 친구는?,320,친밀감_우정,"사교성, 정서적 친밀감"
1393,하루동안 다른사람과 몸을 바꿀 수 있다면 누구랑 바꿀래?,320,기타,핵심 단서가 약하거나 범주가 모호함
1453,옷을 바꿔 입어보고 싶은 사람은?,320,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
829,누워있다 문득 생각나는 사람,319,기타,핵심 단서가 약하거나 범주가 모호함
1015,귓속말 게임할 때 좋아하는 사람 말할 것 같은 사람!,319,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1019,가장 연애 하고 싶어 보이는 사람은?,319,기타,핵심 단서가 약하거나 범주가 모호함
1051,기억력이 좋은 사람,319,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1143,조조영화 보러 가고 싶은 사람은?,319,기타,핵심 단서가 약하거나 범주가 모호함
1184,같이 있을 때 심심한 적이 없는 사람,319,기타,핵심 단서가 약하거나 범주가 모호함
1187,MBTI극J일 것 같은 사람은?,319,기타,핵심 단서가 약하거나 범주가 모호함
1281,발에서 향기날것 같은 사람,319,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1587,나랑 모르는 사이었다면 내가 번호 땄을 것 같은 사람은?,319,기타,핵심 단서가 약하거나 범주가 모호함
1006,보고만 있어도 기분 좋아지는 친구는?,318,친밀감_우정,"사교성, 정서적 친밀감"
1249,가장 현실적인 조언을 잘해주는 친구는?,318,신뢰_의지,"고민, 믿음, 의지 등 신뢰 관계"
1303,항상 옆에서 지켜주고 싶은 사람은?,318,기타,핵심 단서가 약하거나 범주가 모호함
1462,만약 같이 동거하게 된다면 함께 살고 싶은 친구는?,318,친밀감_우정,"사교성, 정서적 친밀감"
1500,내 스토리를 가장 많이 볼 것 같은 사람은?,318,기타,핵심 단서가 약하거나 범주가 모호함
1542,마음 편히 비밀을 털어놓을 수 있는 친구는?,318,친밀감_우정,"사교성, 정서적 친밀감"
1581,날씨 좋을 때 같이 바닥에 누워있고 싶은 사람,318,기타,핵심 단서가 약하거나 범주가 모호함
1636,같이 심야영화를 보고 싶은 사람은?,318,기타,핵심 단서가 약하거나 범주가 모호함
711,놀기만 하는 것 같은데 성적이 좋은 사람은?,317,기타,핵심 단서가 약하거나 범주가 모호함
848,같이 있으면 빠져드는 사람은?,317,친밀감_우정,"사교성, 정서적 친밀감"
1003,방청소를 가장 열심히 하는 사람은?,317,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1181,사계절 내내 추위 많이타는 사람은?,317,기타,핵심 단서가 약하거나 범주가 모호함
1493,여기서 나랑 가장 오래된 친구는?,317,친밀감_우정,"사교성, 정서적 친밀감"
1533,내가 좋아하는 캐릭터랑 가장 닮은 친구는?,317,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1529,꿈에 나왔으면 하는 친구,316,친밀감_우정,"사교성, 정서적 친밀감"
789,덜 친하지만 짱친 되고 싶은 사람?,315,기타,핵심 단서가 약하거나 범주가 모호함
1045,휴대폰에 자기를 즐겨찾기 해놓았을 것 같은 사람은?,315,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1064,백발이 잘 어울릴 것 같은 사람은?,315,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
688,같은 빨대로 음료수 마실 수 있는사람,314,기타,핵심 단서가 약하거나 범주가 모호함
822,내가 물에 빠지면 나를 먼저 구할 것 같은 사람은?,314,기타,핵심 단서가 약하거나 범주가 모호함
880,아재개그에 미쳐있는 사람,314,유머_밈,"드립, 개그, 과장 등 유머러스한 질문"
1050,최근에 관심이 생긴 친구!,314,친밀감_우정,"사교성, 정서적 친밀감"
1409,전학가면 가장 보고싶을 것 같은 사람은?,314,기타,핵심 단서가 약하거나 범주가 모호함
957,같이 데이트 하고 싶은 사람은?,313,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
1576,죽기 전에 마지막으로 대화하고 싶은 사람은?,313,기타,핵심 단서가 약하거나 범주가 모호함
1589,여름쿨톤일 것 같은 사람,313,기타,핵심 단서가 약하거나 범주가 모호함
1185,이상형이 독특한 친구는 ?,312,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
1387,갑자기 너에게 1억을 빌려줄 것 같은 애는 누구야?,312,기타,핵심 단서가 약하거나 범주가 모호함
1390,보부상 재질인 친구는?,312,친밀감_우정,"사교성, 정서적 친밀감"
686,"비가 오는데 우산이 없는 상황, 누가 와줬으면 좋을까?",311,기타,핵심 단서가 약하거나 범주가 모호함
695,내가 죽으면 가장 슬퍼할 것 같은 사람은?,311,기타,핵심 단서가 약하거나 범주가 모호함
1134,닭다리 2개 다 양보해 줄 수 있는 사람은?,311,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1641,나에게 먼저 DM 해줬으면 좋을 것 같은 사람,311,기타,핵심 단서가 약하거나 범주가 모호함
886,인스타 스토리 실수인 척 좋아요 누르고 싶은 사람,310,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
996,내가 아프다고 하면 뭐라도 사서 당장 달려올 친구,310,친밀감_우정,"사교성, 정서적 친밀감"
1292,손잡고 한강 같이 걷고 싶은 사람은?,310,기타,핵심 단서가 약하거나 범주가 모호함
1357,여기서 날 제일 좋아할 것 같은 사람은?,310,기타,핵심 단서가 약하거나 범주가 모호함
720,매일 디엠하고 싶은 사람은?,309,기타,핵심 단서가 약하거나 범주가 모호함
727,바로 고백 갈기고 싶은 사람,309,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
737,"봉준호, BTS, 손흥민, ○○○ Let's go",309,기타,핵심 단서가 약하거나 범주가 모호함
841,지금 함께 진실게임을 하고 싶은 사람은?,309,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
974,좋아하는 사람과 가장 잘 될 것 같은 사람은?,309,기타,핵심 단서가 약하거나 범주가 모호함
994,몸이 가장 좋을 것 같은 친구는?,309,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1155,제일 마주치고 싶은 사람,309,기타,핵심 단서가 약하거나 범주가 모호함
1324,나한테 지금 와달라고하면 바로 뛰어나가줄 수 있는 사람은?,309,기타,핵심 단서가 약하거나 범주가 모호함
1399,부모님에게 무뚝뚝할 것 같은 사람은?,309,미래상상_성공,"장래 상상, 미래 성취 맥락"
836,카페인 없이는 못 사는 사람은?,308,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
840,이중에 계속 내눈에 보이는 사람,308,기타,핵심 단서가 약하거나 범주가 모호함
1085,같이 꽃구경 가고 싶은 사람은?,308,기타,핵심 단서가 약하거나 범주가 모호함
1301,같이 등하교 하고 싶은 사람 있어?,308,기타,핵심 단서가 약하거나 범주가 모호함
769,하이파이브 하는 척 손 한 번 마주치고 싶은 사람은?,307,기타,핵심 단서가 약하거나 범주가 모호함
1251,주말에 같이 드라마 보고 싶은 사람은?,307,기타,핵심 단서가 약하거나 범주가 모호함
998,단어선택이 고급스러운 사람은?,306,기타,핵심 단서가 약하거나 범주가 모호함
852,반에서 몰폰을 가장 많이 하는 사람은?,305,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1016,잠결에 전애인한테 연락할 것 같은 사람!,305,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
1468,내가 죽기 직전에 주마등으로 지나갈 것 같은 사람은?,304,기타,핵심 단서가 약하거나 범주가 모호함
1559,J성향이 강한 친구는?,304,친밀감_우정,"사교성, 정서적 친밀감"
701,음악 취향이 가장 잘 맞는 친구는?,303,친밀감_우정,"사교성, 정서적 친밀감"
768,팔씨름 핑계로 손 잡고 싶은 사람은?,303,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
1317,백태 없을 것 같은 사람은?,303,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
1577,인생에서 제일 잘 뒀다고 생각하는 친구는?,303,친밀감_우정,"사교성, 정서적 친밀감"
671,핸드폰을 가장 많이 떨어트리는 사람은?,302,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
964,음식취향이 가장 잘 맞을 것 같은 사람은?,302,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
1056,누가봐도 우리는 환상의 MBTI 짝궁인 것 같은 사람,302,기타,핵심 단서가 약하거나 범주가 모호함
