question_id,question_text,vote_count,main_label,sub_label,refined_reason,needs_manual_review,matched_keywords,manual_review_done,manual_review_time,manual_review_note,topic_label,topic_reason
1405,사귀면 질투 많이 할 것 같은 사람은?,351,연애_호감,연애투사,"연애 상상, 썸/사귐/플러팅 맥락",0,"사귀면, 질투",0,,,,
1415,마라탕에 채소만 넣을 것 같은 사람은?,351,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1478,커서 유학 갈것 같은 사람은?,351,미래상상_성공,미래가능성,2차 규칙 미매칭,1,,0,2026-04-01 15:14:03,,,
1536,인생샷 건져줄 것 같은 친구,351,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1609,가장 부티나게 생긴 사람,351,외모_매력,분위기_시선강탈,"외모 자체보다 분위기, 시선 끌림, 인상",0,부티나게생긴,0,,,,
759,몰래 짝사랑 하고 있을 것 같은 사람은?,350,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
1035,사진빨을 잘받는 사람은?,350,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1116,나를 가장 많이 웃게한 사람은?,350,신뢰_의지,,"고민, 믿음, 의지 등 신뢰 관계",0,,0,,,,
1253,전교회장이 된다면 가장 뽑고 싶은 사람은?,350,관계상상_상황극,가정_상황질문,2차 규칙 미매칭,1,,0,2026-04-01 15:14:55,,,
1307,홍삼게임 제일 잘 할 것 같은 사람,350,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
1334,같이 급식먹고 싶은 사람은?,350,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,같이,0,,,,
1534,학교갈 때 같이 가고 싶은 사람은?,350,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
817,개그코드가 잘 맞는 사람은?,349,유머_밈,,"드립, 개그, 과장 등 유머러스한 질문",0,,0,,,,
842,목소리가 가장 예쁜 사람,349,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
908,다음 생에 얘 동생으로 태어나고 싶어!,349,관계상상_상황극,가정_상황질문,2차 규칙 미매칭,1,,0,2026-04-01 15:14:59,,,
942,별명 부자 친구,349,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1029,같이 밥먹고 싶은 사람은?,349,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1132,여름에도 뜨거운 물로 씻을 것 같은 사람은?,349,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1245,K-pop 고인물,349,생활습관_일상,음식_취향생활,"먹거리, 음주, 콘텐츠 취향, 생활 패턴",0,kpop고인물,0,,,,
1517,에어팟 가장 많이 잃어버렸을 것 같은 사람은?,349,성격_행동,생활성향_습관,2차 규칙 미매칭,1,,0,2026-04-01 15:15:04,,,
773,자취하면 살림살이 똑부러지게 잘 할 것 같은 사람,348,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
948,2대2로 싸울때 필수인 친구,348,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1055,닭다리 나눠 먹고 싶은 사람은?,348,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1062,꿈에 나오면 좋을 것 같은 사람은?,348,친밀감_우정,함께하고싶음_편안함,2차 규칙 미매칭,1,,0,2026-04-01 15:15:33,,,
1194,끈기가 제일 좋은 사람은?,348,성격_행동,생활성향_습관,2차 규칙 미매칭,1,,0,2026-04-01 15:16:33,,,
1407,윙크 제일 잘 할 것 같은 사람은?,348,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
1451,생일날 축하메시지를 가장 먼저 보낼 것 같은 친구는?,348,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1463,락밴드에 어울릴 것 같은 사람,348,관계상상_상황극,가정_상황질문,2차 규칙 미매칭,1,,0,2026-04-01 15:16:39,,,
1524,얼굴을 가장 막 쓰는 사람은?,348,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1525,아우라가 남다른 친구는?,348,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1555,조만간 나에게 푹 빠질것 같은 사람은?,348,연애_호감,연애투사,"연애 상상, 썸/사귐/플러팅 맥락",0,푹빠질,0,,,,
705,퍼스널 컬러가 웜톤일 것 같은 사람은?,347,외모_매력,패션_스타일,"옷, 색, 핏, 착장, 잘 어울림",0,퍼스널컬러,0,,,,
797,가장 내가 아끼는 사람은?,347,친밀감_우정,함께하고싶음_편안함,2차 규칙 미매칭,1,,0,2026-04-01 15:16:52,,,
861,가오가 제일 사는 사람은?,347,성격_행동,생활성향_습관,2차 규칙 미매칭,1,,0,2026-04-01 15:17:47,,,
890,좋은 일을 가장 먼저 알려주고 싶은 친구,347,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1072,빈 말 안 할 것 같은 사람은?,347,성격_행동,생활성향_습관,2차 규칙 미매칭,1,,0,2026-04-01 15:18:05,,,
1098,한강가서 사진만 찍을 것 같은 사람,347,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1196,커서 제일 영앤리치일 것 같은 사람은?,347,미래상상_성공,미래가능성,성공/미래 상상,0,영앤리치,0,,,,
1309,가장 진실된 사랑을 할 것 같은 사람,347,연애_호감,스킨십_호감투사,"스킨십, 호감, 연애적 끌림",0,진실된사랑,0,,,,
913,친구 결혼식날 울 것 같은 사람은?,346,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
916,전애인 SNS 몰래 염탐하다가 실수로 좋아요 누를 것 같은 사람,346,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
934,이 네명 중에 나를 가장 잘 아는 사람은?,346,신뢰_의지,,"고민, 믿음, 의지 등 신뢰 관계",0,,0,,,,
949,노래를 가장 잘 부를 것 같은 사람은?,346,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
1101,돈 빌려줄 수 있는친구,346,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1296,같이 등산하고 싶은 사람,346,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,같이,0,,,,
1396,향수 좋아할 것 같은 사람은?,346,생활습관_일상,콘텐츠_취향,2차 규칙 미매칭,1,,0,2026-04-01 15:18:30,,,
1480,가장 기가 쎌 것 같은 사람은?,346,성격_행동,생활성향_습관,2차 규칙 미매칭,1,,0,2026-04-01 15:18:38,,,
1518,팔씨름 최강자일 것 같은 사람은?,346,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
1600,수학여행 때 버스 옆자리 하고 싶은 사람,346,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
1624,같이 공포영화 보고 싶은 친구,346,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
859,후배들한테 인기가 많을 것 같은 사람은?,345,인기_영향력,,"SNS 인기, 유명세 등",0,,0,,,,
887,옆에 있으면 매일 행복할 것 같은 사람,345,연애_호감,호감_연애성향,2차 규칙 미매칭,1,,0,2026-04-01 15:18:46,,,
1005,우정보다 사랑일 것 같은 사람은?,345,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1031,같이 세계일주 하고 싶은 사람은?,345,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,같이,0,,,,
1121,주말에 넷플만 볼 것 같은 사람은?,345,생활습관_일상,음식_생활패턴,"음식 취향, 생활 루틴, 일상 패턴",0,"넷플, 주말에",0,,,,
1141,화장기 없는 얼굴이 예쁜 사람은?,345,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1164,같이 공원을 걷고 싶은 사람은?,345,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,같이,0,,,,
1190,유행어가 많은 친구는?,345,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1191,내 마음을 찰떡같이 알 것 같은 친구는?,345,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1381,남을 잘 챙겨주는 사람은?,345,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1411,인스타아이디가 가장 멋진 사람은?,345,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1444,가장 오페라 잘 부를것 같은 사람은?,345,관계상상_상황극,가정_상황질문,2차 규칙 미매칭,1,,0,2026-04-01 15:18:51,,,
1528,사랑보다 우정일 것 같은 사람,345,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1557,해바라기 같은 사랑꾼은?,345,연애_호감,호감_연애성향,2차 규칙 미매칭,1,,0,2026-04-01 15:18:59,,,
1562,남친 있을 것 같은 사람은?,345,연애_호감,연애투사,2차 규칙 미매칭,1,,0,2026-04-01 15:19:07,,,
1572,제일 갓생 사는애,345,성격_행동,생활성향_습관,2차 규칙 미매칭,1,,0,2026-04-01 15:19:23,,,
1604,같이 있을 때 아무 말 하지 않아도 편한 사람은?,345,친밀감_우정,정서적_친밀감,"친해지고 싶음, 먼저 알리고 싶음, 자주 보고 싶은 관계",1,편한사람,0,,,,
682,단둘이 찜질방 가고 싶은 사람,344,연애_호감,호감_연애성향,2차 규칙 미매칭,1,,0,2026-04-01 15:19:29,,,
684,연애에서 리드할 것 같은 사람은?,344,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1111,마라탕 같이 먹으러 가고 싶은 친구,344,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1115,제일 로봇 같은 사람은?,344,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1207,제일 농구 잘 할 것 같은 사람은?,344,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
1383,배구 가장 잘하는 사람은?,344,능력_재능,예체능_특기,"운동, 음악, 공연, 퍼포먼스 능력",0,"배구가장잘하, 배구",0,,,,
1431,얘랑 mbti 바뀌어 보고싶다!,344,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1583,서울대 갈 수 있을 것 같은 사람,344,미래상상_성공,미래가능성,2차 규칙 미매칭,1,,0,2026-04-01 15:19:33,,,
669,머리 묶은게 잘 어울리는 사람은?,343,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
801,dm하고 싶은 친구는?,343,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
819,제일 믿음직한 친구는?,343,신뢰_의지,,"고민, 믿음, 의지 등 신뢰 관계",0,,0,,,,
966,매일 지각할 것 같은 사람은?,343,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1017,학교에서 가장 인기가 많아보이는 사람은? ,343,인기_영향력,,"SNS 인기, 유명세 등",0,,0,,,,
1318,인스타 셀럽일 것 같은 사람은?,343,인기_영향력,,"SNS 인기, 유명세 등",0,,0,,,,
739,선배같이 느껴지는 친구는?,342,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
805,같이 릴스찍고 싶은 사람은?,342,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,같이,0,,,,
814,가장 청순하게 생긴 사람은?,342,외모_매력,분위기_시선강탈,"외모 자체보다 분위기, 시선 끌림, 인상",0,청순,0,,,,
818,운동을 세상에서 제일 잘 하는 사람은?,342,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
927,파란색이 잘 어울리는 사람,342,외모_매력,패션_스타일,"옷, 색, 핏, 착장, 잘 어울림",0,"잘어울리는, 어울리는",0,,,,
1095,가장 줏대있는 친구는?,342,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1380,눈웃음이 귀여운 사람은?,342,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1508,가장 시간을 효율적으로 쓸 것 같은 사람,342,능력_재능,지적_실행능력,"지식, 순발력, 언어, 계획, 해결능력",0,시간을효율적,0,,,,
1626,대충 입어도 비율 좋아보이는 사람,342,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1259,언제 만나도 어색하지 않은 친구!,341,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1298,대학 한번에 붙을 것 같은 사람!,341,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1435,체육대회 짱먹을것 같은 사람은?,341,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
1561,자체가 고급스러운 사람은?,341,인기_영향력,대중인기,2차 규칙 미매칭,1,,0,2026-04-01 15:22:07,,,
1632,가장 Yolo 인생을 살고 있는 사람은?,341,성격_행동,생활성향_습관,2차 규칙 미매칭,1,,0,2026-04-06 10:21:33,,,
1633,마라탕에 옥수수면을 넣지 않을 것 같은 친구는?,341,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
781,우리학교 체육복이 제일 잘 어울리는 사람은?,340,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
844,다른 곳에서 마주쳤을 때 가장 반가울 것 같은 친구는?,340,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
893,토카토카 맛깔나게 출 수 있는 사람,340,유머_밈,밈_개그,2차 규칙 미매칭,1,,0,2026-04-01 15:22:21,,,
1061,첫인상이 무서웠던 사람은?,340,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1066,무인도에서 3박 4일동안 같이 있고 싶은 친구는?,340,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
1264,통이 가장 클 것 같은 사람은?,340,성격_행동,MBTI_유형,2차 규칙 미매칭,1,,0,2026-04-01 15:22:52,,,
1404,가장 얼굴형이 이쁜 사람은?,340,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1426,주변 사람들을 행복하게 해주는 친구는?,340,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1437,나만 알고 싶은 친구는?,340,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1456,혼밥 잘 할 것 같은 사람은?,340,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
1459,한번쯤 예쁘다고 생각해본 사람은?,340,외모_매력,분위기_시선강탈,2차 규칙 미매칭,1,,0,2026-04-01 15:36:16,,,
1643,크리스마스날 같이 놀고 싶은 사람은?,340,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
909,가장 카리스마를 가진 친구는?,339,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
971,평생 친구하고 싶은 사람은?,339,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
978,같이 콘서트 가고 싶은 사람은?,339,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,같이,0,,,,
1216,복권 1등 당첨될 것 같은 사람은?,339,관계상상_상황극,가정_상황질문,2차 규칙 미매칭,1,,0,2026-04-02 09:20:45,,,
1340,생활에 배려가 배어있는 사람은?,339,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1514,내 예상과 가장 다른 성격을 가진 사람은?,339,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1527,다가가기 힘들었던 사람은?,339,외모_매력,분위기_아우라,2차 규칙 미매칭,1,,0,2026-04-01 15:52:13,,,
664,어떤 머리 색이든 다 잘 어울리는 친구는?,338,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
699,내 단짝친구에게 소개시켜주고 싶은 친구는?,338,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
965,친해지고 싶은 친구는?,338,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
985,전화번호 주고 싶은 사람은?,338,연애_호감,호감_연애성향,2차 규칙 미매칭,1,,0,2026-04-01 15:47:49,,,
1046,졸업 후 동창회에서 청첩장 돌릴 것 같은 친구는?,338,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1218,삭발해도 잘생겼을 것 같은 사람은?,338,외모_매력,분위기_아우라,2차 규칙 미매칭,1,,0,2026-04-01 15:36:53,,,
1408,여우와 가장 닮은 사람은?,338,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1416,학교 축제에서 고백 할 것 같은 사람은?,338,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
1556,객관적으로 귀여워 보이는 사람은?,338,외모_매력,분위기_아우라,2차 규칙 미매칭,1,,0,2026-04-01 15:48:13,,,
728,이 친구는 진짜 고양이상이다,337,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
873,내 모든걸 다 공개해도 괜찮을 것 같은 친구,337,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1032,최고의 럭키가이는?,337,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1279,컴퓨터를 가장 잘 다루는 친구는?,337,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
937,부르면 지금 당장 달려갈 수 있는 사람,336,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
952,커서 러쉬에서 일할 것 같은 친구는?,336,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1168,가장 건치일 것 같은 친구,336,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1291,우는게 술 주사인것 같은 사람,336,성격_행동,감성_여림,2차 규칙 미매칭,1,,0,2026-04-01 15:37:02,,,
1310,어떤 짓을 해도 귀여워보이는 친구는?,336,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1312,주머니에 넣고 다니고 싶은 사람,336,연애_호감,스킨십_호감투사,2차 규칙 미매칭,1,,0,2026-04-01 16:41:12,,,
1427,왜 애인이 안 생기는지 모르겠는 친구는?,336,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
785,떨어져있어도 자꾸 생각나는 친구,335,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1261,옷 핏이 가장 좋은 사람,335,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1464,처음 봤을 때 잘 맞을거 같았던 사람,335,친밀감_우정,정서적_친밀감,2차 규칙 미매칭,1,,0,2026-04-01 15:53:48,,,
1596,물에 빠졌을 때 나를 구해줄 친구는?,335,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
752,아이돌이면 SM 소속사일 것 같은 사람,334,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1277,지구 멸망하기 1시간 전에 보러가고 싶은 사람은?,334,관계상상_상황극,가정_상황질문,"가정형 상황극, 극단 상황 상상",0,멸망,0,,,,
1333,Fps게임 잘 할 것 같은 사람,334,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
1353,모르는 문제가 있으면 친절하게 알려주는 사람,334,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1553,애인이 있을 법 한데 없는사람,334,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
830,겉이 차가워도 속은 촉촉한 사람,333,성격_행동,감성_여림,"감성적, 눈물이 많음, 마음이 여림",0,겉이차가워도속은촉촉,0,,,,
950,키스씬이 나오는 영화를 보면 가장 부끄러워 할 것 같은 사람은?,333,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1068,슬플 때 가장 도움이 될 것 같은 사람은?,333,신뢰_의지,,"고민, 믿음, 의지 등 신뢰 관계",0,,0,,,,
1601,요즘따라 친해지고 싶은 친구는?,333,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1638,쉬는 시간 종칠 때 가장 먼저 밖에 나가는 사람은?,333,성격_행동,생활성향_습관,2차 규칙 미매칭,1,,0,2026-04-01 15:55:09,,,
775,제일 눈길이 가는 사람은?,332,외모_매력,분위기_아우라,"느낌, 분위기, 존재감, 시선 끌림",0,눈길이가는,0,,,,
790,키 바꾸고 싶은 사람?,332,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
895,계속 말을 걸고 싶은 친구는?,332,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
1028,이슬만 먹고 살 것 같은 사람,332,외모_매력,분위기_아우라,2차 규칙 미매칭,1,,0,2026-04-06 09:18:31,,,
1044,이세상 모든걸 다 알고 있을 것 같은 사람은?,332,능력_재능,지적_실행능력,"지식, 순발력, 언어, 계획, 해결능력",0,이세상모든걸다알고있,0,,,,
1070,내 결혼식 때 부케를 받았으면 하는 사람은?,332,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1225,가장 놀리기 좋은 사람은?,332,성격_행동,유쾌함_웃김,"유쾌함, 웃김, 재미를 주는 성향",0,놀리기좋,0,,,,
1460,인스타 부계가 가장 맛깔나는 친구는?,332,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1558,30년 지나도 나랑 친구일 것 같은 사람은?,332,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1628,내 결혼식에서 오열할 것 같은 친구는?,332,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
967,지나가다가 번호 많이 따일것 같은 사람은?,331,인기_영향력,대중인기,2차 규칙 미매칭,1,,0,2026-04-01 15:51:10,,,
1165,같이 코인노래방 가고 싶은 사람은?,331,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
1220,뿔테 안경이 제일 잘 어울리는 사람은?,331,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1510,피부가 가장 하얀 사람은?,331,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1521,여친이나 남친으로 가장 좋을 것 같은 사람은?,331,연애_호감,스킨십_호감투사,"스킨십, 호감, 연애적 끌림",0,여친이나남친으로가장좋,0,,,,
700,내가 생각하기에 제일 초코 아이스크림 같은 애는?,330,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
823,결혼식에서 사회를 봐줬으면 하는 친구는?,330,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
975,단둘이 여행가고 싶은 친구는,330,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
1057,달을 보고 가장 먼저 생각나는 사람은?,330,연애_호감,호감_연애성향,2차 규칙 미매칭,1,,0,2026-04-02 09:13:14,,,
1137,시험기간에 더 열심히 놀 것 같은 사람은?,330,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1211,나중에 대통령이 될 것 같은 사람,330,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1227,공감을 제일 잘 해주는 친구는?,330,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1342,용돈 제일 많이 받을 것 같은 사람,330,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1371,이불과 보내는 시간이 가장 많은 사람은?,330,성격_행동,생활성향_습관,2차 규칙 미매칭,1,,0,2026-04-02 09:13:25,,,
716,가장 신뢰하는 친구는?,329,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
918,최고의 신붓감,329,연애_호감,호감_연애성향,2차 규칙 미매칭,1,,0,2026-04-01 15:35:41,,,
1171,가장 첫사랑 재질인 사람은?,329,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
1495,배우가 잘 어울리는 사람은?,329,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1642,사실 너 좀 이뻐,329,연애_호감,호감_연애성향,2차 규칙 미매칭,1,,0,2026-04-01 15:44:43,,,
925,겸손 그 자체인 친구,328,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
933,포기가 없는 친구는 ?,328,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1110,앞머리 자른게 귀여운 친구는?,328,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1375,말 걸고 싶은 사람은?,328,연애_호감,호감_연애성향,2차 규칙 미매칭,1,,0,2026-04-01 15:44:49,,,
1471,두번째 발가락이 가장 길 것 같은 사람은?,328,외모_매력,분위기_아우라,2차 규칙 미매칭,1,,0,2026-04-02 09:13:41,,,
1590,봄웜톤일 것 같은 사람,328,외모_매력,분위기_시선강탈,2차 규칙 미매칭,1,,0,2026-04-02 09:13:48,,,
889,본 받을 점이 많은 사람,327,성격_행동,사회성_리더십,2차 규칙 미매칭,1,,0,2026-04-02 09:14:00,,,
923,입 무거운 친구,327,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1018,가장 자주 씻을 것 같은 사람은?,327,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
1042,제일 사랑스러운 친구는?,327,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1246,목소리가 가장 좋은친구,327,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1635,노는것 같은데 은근 공부 잘하는 사람은?,327,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
747,축의금으로 10만원 이상 넣어줄 것 같은 사람은?,326,친밀감_우정,사회성_친화력,2차 규칙 미매칭,1,,0,2026-04-01 15:39:58,,,
980,짝사랑 가장 오래 해본 것 같은 사람은?,326,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
1242,체육대회 때 고백 받을 것 같은 사람은?,326,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
1370,같이 동거해도 안 싸울 것 같은 친구는?,326,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1477,환승연애에 출현할 것 같은 사람은?,326,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
754,선생님 성대모사를 가장 잘하는 친구는?,325,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
884,수업시간에 맨날 자는데 만점 받을 것 같은 사람은?,325,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
924,의외로 잘생긴 친구,325,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1272,친구 사이지만 손 잡자고 하면 잡을 것 같은 사람은?,325,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1420,아이돌과 비밀연애할 수 있을 것 같은 사람은?,325,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1535,인스타 피드가 제일 예쁜 사람은?,325,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
1539,너무 예뻐서 다가가기 어려울 것 같은 사람은?,325,외모_매력,분위기_시선강탈,2차 규칙 미매칭,1,,0,2026-04-01 15:52:05,,,
917,최고의 남편감,324,연애_호감,호감_연애성향,2차 규칙 미매칭,1,,0,2026-04-01 15:37:31,,,
1054,금사빠 일 것 같은 사람은?,324,연애_호감,스킨십_호감투사,"스킨십, 호감, 연애적 끌림",0,금사빠,0,,,,
1166,다시 태어나면 내 부모님이었으면 좋겠는 사람은?,324,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
1449,자주 못 만나서 아쉬운 친구는?,324,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
1580,학교 끝나고 같이 하교하고 싶은 사람,324,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
692,같이 우산쓰면 자기 어깨가 다 젖어있을 것 같은 사람은?,323,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
753,다나카 성대모사를 잘 하는 사람은?,323,성격_행동,유쾌함_웃김,2차 규칙 미매칭,1,,0,2026-04-01 15:37:41,,,
